Title,Application Name,Application Short Name,Application Filing Date,Company Name,Commodity,File Name,ESA Folder URL,Document Number,Data ID,PDF Download URL,Application Type,Pipeline Location,Hearing Order,Consultant Name,Pipeline Status,Regulatory Instrument(s),Application URL,Decision URL,ESA Section(s),ESA Section(s) Index,Topics,PDF Page Number,tableNumber,PDF Size (bytes),PDF Page Count,Outline Present,figureNumber,Content Type
"Table 8.1-1. Key Federal and Provincial Regulations, Legislation, and Policy Relevant to the Fish and Fish Habitat Assessment for the Project",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",158,1.0,9980785,362,1,,Table
"Table 8.1-1. Key Federal and Provincial Regulations, Legislation, and Policy Relevant to the Fish and Fish Habitat Assessment for the Project",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",159,1.0,9980785,362,1,,Table
"Table 8.1-2. Project Activities, Effect Pathways, and Indicators for Fish and Fish Habitat",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",159,2.0,9980785,362,1,,Table
"Table 8.1-2. Project Activities, Effect Pathways, and Indicators for Fish and Fish Habitat",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",160,1.0,9980785,362,1,,Table
Table 8.3-1. Project Interactions with Fish and Fish Habitat,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",162,1.0,9980785,362,1,,Table
Table 8.4-1. Key Mitigation Measures for Fish and Fish Habitat,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",163,1.0,9980785,362,1,,Table
Table 8.4-1. Key Mitigation Measures for Fish and Fish Habitat,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",164,1.0,9980785,362,1,,Table
Table 8.4-1. Key Mitigation Measures for Fish and Fish Habitat,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",165,1.0,9980785,362,1,,Table
Table 8.4-1. Key Mitigation Measures for Fish and Fish Habitat,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",166,1.0,9980785,362,1,,Table
Table 8.4-1. Key Mitigation Measures for Fish and Fish Habitat,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",167,1.0,9980785,362,1,,Table
